"Id","Username","Password","Firstname","Lastname","Phone","Email","IsReviewer","IsAdmin"
"844","Gcelebrimbor55","RIns)2046","Gary","Celebrimbor","502-384-3585","gcelebrimbor36@mail2u.org","1","1"
"845","Jwormtongue3834","RE!#ll5046","Joy","Wormtongue","717-890-9526","jwormtongue@bizmail.com","0","1"
"846","Toakenshield6943","geR^(ne8128","Theodore","Oakenshield","502-749-1932","toakenshield47@somemail.com","1","0"
"847","Dhalbarad53","r)(iD8983","Donald","Halbarad","346-248-9810","dhalbarad76@yahoo.net","0","1"
"848","Kmelian93","*i(2898","Kevin","Melian","404-776-3292","kevin.melian71@bizmail.net","0","0"
"849","Vori8843","!ig#ly7950","Victoria","Ori","779-403-7086","vori@gmail.org","0","0"
"850","Jfelagund74","c$E(icaLs6801","Juan","Felagund","478-754-6282","jfelagund1@bizmail.net","1","1"
"851","Igimli62","c^ll$6790","Isaiah","Gimli","943-616-3114","igimli14@everymail.com","1","1"
"852","Jgorgoroth4875","D!)AtE6162","Julia","Gorgoroth",,"jgorgoroth@mailbox.com","1","1"
"853","Msnaga5122","refra$n(Ng8000","Miranda","Snaga","269-590-1819","msnaga0@mailbox.co.uk","0","0"
"855","Etook577","c()iL2109","Emily","Took","267-624-9014",,"1","1"
"856","Seomer3122","VaLuab^e2337","Sasha","Eomer","773-708-6764","sasha.eomer15@mailbox.co.uk","0","0"
"857","Tceleborn45","^mPR!prieties6184","Theresa","Celeborn","510-668-9941","theresa.celeborn@everymail.com","0","1"
"858","Mazog4266","magnif#cENt7927","Mark","Azog",,"mazog@yahoo.biz","1","1"
"859","Acirdan989","f*gu^Ing9366","Adrianna","Cirdan","959-991-9045","acirdan92@mail2u.us","1","0"
"860","Adurin87","iMp)!sES2893","Alexandra","Durin",,"alexandra.durin19@mailbox.com","1","0"
"861","Ccelebrian4848","Di)tOR^8588","Camilla","Celebrian",,"ccelebrian92@hotmail.net","1","0"
"862","Eelmo76","func@iOnAL4591","Eileen","Elmo","360-328-8951","eelmo16@mail2u.org","0","0"
"863","Ndurin66","rEtra@smissIOn1482","Nancy","Durin","864-667-9076",,"0","0"
"864","Csulimo663","rea$Izatio*4178","Christopher","Sulimo",,"csulimo42@bizmail.biz","0","0"
"865","Jdamrod691","A!@ibody9455","Juliet","Damrod","470-250-6376","jdamrod32@somemail.org","0","0"
"866","Aisildur3313","!odE9163","Abby","Isildur","651-735-2503","aisildur70@gmail.net","0","0"
"867","Gbalin292","eNLAr*iNg9923","Gloria","Balin","650-211-9391","gbalin69@somemail.net","1","0"
"868","Ksharku3744",")Rre#ts1296","Katrina","Sharku","662-218-0890","ksharku76@hotmail.co.uk","1","1"
"869","Torome468","upWaRd#7925","Theodore","Orome",,"torome72@hotmail.net","0","0"
"870","Kerkenbrand49","!syCh!atRic7730","Keith","Erkenbrand",,,"1","1"
"871","Saldarion315","Dex(Erity1184","Sean","Aldarion","929-186-4806",,"1","1"
"872","Lbregolas543","Congre(ationS3396","Levi","Bregolas","351-626-9969","lbregolas89@yahoo.org","0","1"
"873","Lpippin3721","Bog)L@ng6738","Leah","Pippin",,"lpippin89@everymail.co.uk","1","0"
"874","Sluthien5598","abstruS^2815","Sharon","Luthien","385-751-5894","sluthien21@somemail.co.uk","1","1"
"875","Gungoliant1422","cI(emAtic4789","Gabbi","Ungoliant","713-025-7773",,"0","0"
"876","Hgloin9437","th@NkED8425","Heidi","Gloin",,"hgloin@yahoo.us","1","1"
"877","Khalbarad76","r$PlicaTIng8028","Kate","Halbarad",,"khalbarad20@bizmail.co.uk","0","1"
"878","Rglaurung833",")r@PS2099","Russell","Glaurung","985-967-1070","rglaurung@hotmail.biz","1","1"
"879","Lnienor378","^UltipuRp#se3132","Laura","Nienor","269-701-9452","laura.nienor4@yahoo.org","1","1"
"880","Tpalantir99","^oAn1249","Timothy","Palantir",,"tpalantir94@mailbox.com","1","1"
"881","Ahalbarad32","AudIt#on^9591","Ariel","Halbarad",,,"0","1"
"882","Bbergil9364","coMmercialIzatIo)8059","Beverly","Bergil",,"bbergil6@gmail.co.uk","0","0"
"883","Scurufin7666","eNt!%preneUrship6005","Sandra","Curufin","775-864-8069","scurufin89@bizmail.us","1","0"
"884","Beru8177","W@!led3052","Bethany","Eru","360-480-2398","bethany.eru33@gmail.org","1","0"
"885","Jgrahame2218","@OmmanDs7922","Jamie","Grahame",,,"0","0"
"886","Tgaldor3129","B(OTeCh8832","Theresa","Galdor",,,"1","0"
"887","Sannatar72","Mi$IcS2233","Shirley","Annatar","909-966-7632","shirley.annatar@somemail.co.uk","1","0"
"888","Ksnaga84","gRievO#s1280","Kelly","Snaga",,,"1","1"
"889","Lshadowfax2634","Ni)htMAre5159","Logan","Shadowfax","269-453-8521","lshadowfax@bizmail.biz","1","0"
"890","Jfrodo98","intR^duC(d2683","Jenny","Frodo","334-085-1816","jfrodo50@mailbox.biz","1","0"
"891","Sbirchseed644","coMmE%Ta$or5549","Shelby","Birchseed",,"sbirchseed@somemail.com","1","1"
"892","Hturin7965","HeaDb!n)4540","Hope","Turin","656-242-4981","hturin@yahoo.com","1","1"
"893","Lpharazon11","gas(RIC3098","Laura","Pharazon","303-981-2850","lpharazon26@everymail.biz","0","1"
"894","Ccotton9797","d(s!eD9847","Christian","Cotton","908-915-3608","ccotton25@bizmail.biz","0","1"
"895","Cdior937","pOL%sh7871","Chelsea","Dior","573-098-3153","cdior64@mail2u.net","1","1"
"896","Sazog9169","S@e#rhEAd9135","Sierra","Azog","217-251-1666","sazog85@yahoo.us","0","0"
"897","Asandyman15","k@SS7544","Anabelle","Sandyman","620-961-4696","anabelle.sandyman64@yahoo.biz","1","0"
"898","Adurin7314","m#N$r3178","Annabelle","Durin","325-182-9421","annabelle.durin79@yahoo.us","0","1"
"899","Fcotton52",")ArMark1624","Freya","Cotton","804-889-7029","freya.cotton65@gmail.com","0","1"
"900","Sbeleriand95","#udgeT3170","Samuel","Beleriand",,,"1","0"
"901","Eelbereth4851","for!GE2411","Erik","Elbereth",,"eelbereth10@mailbox.org","1","1"
"902","Rtelchar97","Jou@N(lIst4243","Raymond","Telchar",,"raymond.telchar37@mailbox.us","0","1"
"903","Fmithrandir487","^U*SidEs4197","Frances","Mithrandir","315-363-9583","fmithrandir21@gmail.co.uk","0","1"
"904","Gsackville226","P)Rt#r3208","Gabriel","Sackville","563-927-1989","gsackville17@yahoo.com","1","1"
"905","Leomer2552","se^TlE2917","Liam","Eomer","219-241-9265","liam.eomer46@hotmail.net","0","1"
"906","Ktheoden31","Wea$InG7657","Katherine","Theoden",,"katherine.theoden40@mailbox.biz","1","0"
"907","Svalaquenta15","Ps!^hiC4289","Sarah","Valaquenta","601-048-1728",,"1","0"
"908","Aquickbeam196","intERMEd(at(3844","Adam","Quickbeam","770-988-2544","aquickbeam33@mail2u.net","0","1"
"909","Kfinwe72","Co#rCe)5701","Karl","Finwe","830-944-6609","kfinwe47@yahoo.co.uk","0","0"
"910","Kelessar3921","bRiEfcas)s3690","Kathleen","Elessar","447-651-9815","kelessar@yahoo.org","1","1"
"911","Abolger46","sTructu@aL9102","Angelique","Bolger",,"abolger93@bizmail.biz","1","0"
"912","Cgaldor5165","CITI^s3601","Clarence","Galdor",,"cgaldor37@hotmail.biz","1","0"
"913","Herestor7261","occAsi(ned8027","Haley","Erestor","229-567-4855","haley.erestor66@bizmail.org","0","1"
"914","Pbard91","s@elle)9617","Philip","Bard","409-804-2483","pbard38@somemail.com","1","0"
"915","Telrond6637","M!rIt6270","Theresa","Elrond","323-574-3142","telrond@gmail.com","0","1"
"916","Eanarion9621","doM#nAnt7365","Eve","Anarion","419-923-5052","eanarion56@yahoo.net","0","1"
"917","Aamrod1427","leT$eR5296","Ana","Amrod","830-758-0825","aamrod8@gmail.co.uk","1","1"
"918","Spharazon81","tee)AgE2585","Samuel","Pharazon","762-433-6464",,"0","0"
"919","Jboromir2949","p^osCRibe6883","Janice","Boromir","563-657-8456","jboromir1@somemail.org","1","1"
"920","Rdior2365","p%niShi!g6563","Rachel","Dior","973-991-2715","rachel.dior12@bizmail.net","0","0"
"921","Lbutterbur95","o(eYing1537","Lara","Butterbur","704-691-4238","lbutterbur17@bizmail.biz","1","1"
"922","Jarwen4112","rA)Nbow6828","Jane","Arwen","938-073-3078","jarwen68@somemail.org","0","1"
"923","Mglaurung327",")leANinG9861","Miranda","Glaurung",,,"0","0"
"924","Mbombadil7914","eLe#*oRal9478","Margaret","Bombadil","737-531-9459",,"1","1"
"925","Aelwing78","He*tS8889","Angela","Elwing",,"aelwing71@gmail.org","0","1"
"926","Efinrod961","#xEcU!iOns5257","Ellen","Finrod","906-322-4140","efinrod3@hotmail.biz","0","0"
"927","Vpippin6291","T%ng7800","Vincent","Pippin",,"vpippin6@hotmail.com","1","0"
"928","Igloin33","RUF%4406","Iris","Gloin","762-359-0654","igloin71@somemail.us","0","0"
"929","Abaggins2582","Calcul!s8651","Alice","Baggins","814-383-4302","abaggins@gmail.co.uk","1","0"
"930","Spalantir5112","HuStl)ng3523","Sandra","Palantir","940-202-0382","spalantir78@hotmail.net","1","0"
"931","Mbard441","(Ag#ed3060","Mary","Bard","620-345-2897","mbard1@bizmail.net","1","1"
"932","Reru44","tR$nslatiNg3218","Raven","Eru","772-047-6868","reru20@yahoo.org","1","0"
"933","Cnob335","inj^StiCe8836","Cynthia","Nob",,"cnob64@everymail.net","0","0"
"934","Oskinbark72","o(S)Ssed6270","Olivia","Skinbark","858-434-1581","oskinbark22@yahoo.biz","1","1"
"935","Bnessa8755","und!stuRbeD1115","Bailey","Nessa","678-065-2140","bnessa@gmail.net","0","1"
"936","Atilion118","ofF!re(7098","Autumn","Tilion","321-817-5554","autumn.tilion@yahoo.biz","1","1"
"937","Gsmaug6743","numbi^Gl(8105","Grace","Smaug","734-644-4994","gsmaug41@mail2u.biz","1","1"
"938","Abaggins848","cON^IguratIon5084","Alexander","Baggins","386-120-5526","abaggins47@somemail.us","1","1"
"939","Selladan7463","!#scOveR2837","Sophie","Elladan","916-802-9906","selladan96@mailbox.biz","0","1"
"940","Mnimloth64","deTRaCtOr(8881","Mackenzie","Nimloth","517-370-6437","mnimloth@yahoo.biz","1","1"
"941","Damros5718","r%$IsitinG9543","Dianna","Amros","253-000-3884","damros@somemail.co.uk","0","1"
"942","Lgil-galad9449","diSclaimi%G6640","Lydia","Gil-Galad",,"lydia.gil-galad99@mail2u.com","0","1"
"943","Tcelegorm58","re@nvEntiOn8597","Tina","Celegorm","432-137-7417","tina.celegorm@gmail.biz","0","1"
"944","Melessar8625","siGhT%3821","Melody","Elessar",,,"1","1"
"945","Jtuor54","coR%5848","Janet","Tuor","973-961-8194","jtuor80@everymail.us","0","0"
"946","Rnienna2392","ilLumi!atEd2366","Randy","Nienna","760-138-4315",,"0","0"
"947","Lferny233","#iShEaRTened5837","Lucas","Ferny","330-652-5519",,"0","0"
"948","Bnob92","!IckeL8789","Brianna","Nob",,,"0","1"
"949","Jpharazon97","*ppr#Aches9373","Jeremy","Pharazon","929-287-0718","jpharazon70@somemail.biz","1","1"
"950","Sfatty3163","peRp%t(ates2175","Sean","Fatty","826-743-6991","sean.fatty84@somemail.net","0","1"
"951","Kbirchseed2289","cOm)eNsAtion7017","Katrina","Birchseed","425-921-3732","kbirchseed98@everymail.biz","1","0"
"952","Jgil-galad6417","Mor$i%itY2729","Jasmine","Gil-Galad","520-114-0885","jasmine.gil-galad19@yahoo.com","1","0"
"953","Roakenshield46","C)Rro^9603","Roger","Oakenshield",,"roger.oakenshield@everymail.us","0","0"
"954","Jfelagund9444","er@aTIc3089","Janice","Felagund","714-201-2053","jfelagund3@hotmail.net","1","1"
"955","Snimrodel958","proHibIt^on!1604","Steven","Nimrodel",,"snimrodel80@bizmail.biz","0","1"
"956","Gdori442","m%nEt*RY2407","Gabriel","Dori",,,"1","0"
"957","Eangmar6331","rEs^n*9825","Erik","Angmar","716-749-8995","erik.angmar13@mail2u.net","1","1"
"958","Jsandyman7469","In@errIng6954","Josie","Sandyman",,"jsandyman20@somemail.biz","0","1"
"959","Jquickbeam5995","inopeRa*le4194","Jeremy","Quickbeam","726-881-2818","jquickbeam20@hotmail.co.uk","0","0"
"960","Edwalin65","wh#C@eveR8419","Eleanor","Dwalin","629-157-3128","edwalin@everymail.biz","0","0"
"961","Jcaranthir219","De%eAt6333","Joyce","Caranthir",,"jcaranthir30@mail2u.us","0","0"
"962","Lnimloth44","P)LLs1624","Liv","Nimloth",,,"1","0"
"963","Bfingon634","pIn@$1130","Bobby","Fingon","786-014-2515",,"1","1"
"964","Hmithrandir34","Ma!nA8845","Hanna","Mithrandir",,"hmithrandir33@mailbox.us","0","1"
"965","Nvarda7856","conSOli#ate(4321","Natalie","Varda","502-666-6812","nvarda@gmail.org","0","1"
"966","Jlurtz139","ARmI*G6698","Janet","Lurtz","531-808-1726",,"0","0"
"967","Ahador12","depA@t*nG8978","Ashley","Hador","209-476-1668","ahador43@somemail.org","1","0"
"968","Cfingolfin656","Ca)Rn^7132","Clarissa","Fingolfin",,"cfingolfin@hotmail.biz","1","0"
"969","Apollando3329","POtas)!um6069","Adrianna","Pollando","956-124-2053","adrianna.pollando17@yahoo.co.uk","1","0"
"970","Bmelian4754","OsTeoPOros%s5970","Brianna","Melian","983-201-2699",,"0","0"
"971","Pcirdan7427","Wi@f*Lly1566","Patrick","Cirdan","704-012-9670","pcirdan48@everymail.com","1","1"
"972","Sdeagol14","*er(my2863","Sophie","Deagol","615-498-5195","sdeagol13@mail2u.co.uk","1","1"
"973","Lhelm hammerhand32","mi^IstERs3872","Lara","Helm Hammerhand","508-319-2055","lara.helmhammerhand68@hotmail.org","0","0"
"974","Ppollando817","*Ea%Der7046","Patricia","Pollando","228-271-4023",,"0","1"
"975","Dsulimo4343","sUBs$an#e8310","Donna","Sulimo","562-215-3553","dsulimo@everymail.biz","1","1"
"976","Jmandos517","pL#(us8404","Janice","Mandos","504-379-0307","janice.mandos@mailbox.biz","0","0"
"977","Aferny1311","iSo#Ation7803","Alexandra","Ferny",,,"0","1"
"978","Mbeor346","prE!!CteD2971","Michelle","Beor",,"mbeor9@somemail.co.uk","1","1"
"979","Dbregalad5216","biOchem$stRy7562","Daniel","Bregalad","740-564-4273",,"1","0"
"980","Ktulkas7759","u!scalE6679","Kevin","Tulkas","582-670-7765","ktulkas5@bizmail.org","1","0"
"981","Esnaga87","credItIn%9247","Emily","Snaga","951-478-2930","esnaga@bizmail.net","0","1"
"982","Hcarcharoth7469","S(l%N2609","Helen","Carcharoth",,"helen.carcharoth@everymail.com","0","1"
"983","Sdamrod34","u^GrAdeS1893","Susan","Damrod","689-983-5082","susan.damrod66@gmail.co.uk","0","1"
"984","Kshadowfax2392","mai)fR@ME9856","Kyle","Shadowfax","740-475-9099","kyle.shadowfax@yahoo.co.uk","1","0"
"985","Jproudfoot671",")oLuTIon7038","Jesse","Proudfoot","501-786-4965","jproudfoot1@bizmail.us","0","1"
"986","Lfinarfin9414","Me%ioCri!Y4912","Lilly","Finarfin","608-564-8636","lfinarfin76@yahoo.org","0","0"
"987","Itelchar45","bl$wS3842","Isaiah","Telchar","945-883-5642","itelchar86@bizmail.com","1","0"
"988","Jdwalin714","ZAppin)3213","Justin","Dwalin","959-359-4539","jdwalin@everymail.net","1","1"
"989","Imerry61","wR$tte@5067","Isaiah","Merry","984-999-0704","isaiah.merry17@everymail.co.uk","0","0"
"990","Pthranduil66","Attitu@es8837","Peter","Thranduil","509-772-7748","pthranduil@mailbox.net","1","0"
"991","Bnienna73","wAlke)6606","Bailey","Nienna",,"bnienna50@gmail.org","1","1"
"992","Mquickbeam6471","i%cARcErA#ion9301","Michael","Quickbeam","425-514-4452","mquickbeam22@bizmail.co.uk","1","0"
"993","Abeor519","inop$raBLe4541","Austin","Beor",,"abeor24@mail2u.net","1","1"
"994","Klurtz63","bURGe*Ning7170","Kyle","Lurtz","308-843-4947","klurtz1@everymail.co.uk","0","1"
"995","Sungoliant746","I)sT*umeNts8889","Sydney","Ungoliant","214-294-9547","sydney.ungoliant@somemail.us","1","0"
"996","Sfinwe4567","Vi!weR4942","Scarlet","Finwe","516-696-7170","sfinwe51@somemail.com","0","0"
"997","Alindenroot625","uncoNsciO%A@le3051","Andrew","Lindenroot","229-659-9436",,"1","1"
"998","Mnessa6165","eViN@e$1393","Mason","Nessa","636-609-0646","mnessa36@hotmail.org","0","0"
"999","Ganarion6467","r#^iVe4215","Grace","Anarion","616-364-6550","ganarion@mailbox.com","1","0"
"1000","Vbaggins2975","m^srEpresen@S3269","Vivianna","Baggins",,"vbaggins35@gmail.co.uk","0","1"
"1001","Dbaggins924","interFerI(G5277","Donald","Baggins","515-950-5331",,"0","0"
"1002","Spalantir953","Pa^Nst@kIng7912","Sydney","Palantir","318-350-5108","spalantir7@everymail.biz","0","1"
"1003","Fbombur269",")*r3103","Frances","Bombur",,,"1","1"
"1004","Rberen32","!pOnTaneous9269","Ralph","Beren","571-601-7815","rberen@mail2u.us","1","0"
"1005","Eproudfoot1753","CO#8734","Edward","Proudfoot","870-806-1132","edward.proudfoot52@gmail.net","1","1"
"1006","Kulmo762","aL@ERt2915","Kate","Ulmo",,"kulmo96@bizmail.co.uk","1","0"
"1007","Serestor239","speE%ieR8448","Sharon","Erestor","628-328-2262",,"0","1"
"1008","Acaranthir6458","hEadqUarte^S1838","Alan","Caranthir","713-029-8766",,"1","0"
"1009","Cmaedhros2699","REpu)#4334","Chelsea","Maedhros",,"chelsea.maedhros@everymail.com","0","0"
"1010","Ddeagol353","*UN#iE1565","Danica","Deagol",,"ddeagol37@mail2u.co.uk","0","1"
"1011","Adurin59","vol^nteeRIng5489","Allison","Durin","469-242-5397",,"0","1"
"1012","Jhador352","#a@VeLy4001","Joy","Hador",,"jhador10@bizmail.us","0","1"
"1013","Jfaramir815","diS)reetLy6631","Jessica","Faramir","475-661-1138",,"0","0"
"1014","Mdenethor21","b*Shop4463","Mina","Denethor","615-841-6231","mina.denethor0@somemail.us","1","0"
"1015","Gfeanor771","WIretA@s7718","Grace","Feanor","936-140-9086","gfeanor58@bizmail.org","1","0"
"1016","Mstrider944","iN)erneT8433","Mary","Strider",,"mstrider54@somemail.net","0","1"
"1017","Agrishnakh87","*LOuD9649","Amy","Grishnakh",,"agrishnakh74@mail2u.us","0","0"
"1018","Jpharazon986","Ov*rcOnfIdent1845","James","Pharazon","978-753-2080","james.pharazon62@bizmail.net","0","0"
"1019","Gartanis3436","!E$R4748","Gloria","Artanis","605-383-6912","gartanis34@everymail.net","1","0"
"1020","Cfimbrethil252","v$#NEtte5105","Claudia","Fimbrethil","913-647-7700","cfimbrethil21@hotmail.com","1","1"
"1021","Relladan544","INNa#e7259","Raven","Elladan","909-351-7415",,"0","1"
"1022","Hbregalad7639","r)sIn6863","Harold","Bregalad","660-675-0009","hbregalad14@yahoo.us","1","1"
"1023","Belrond747","G!untleT7156","Betty","Elrond","313-955-4969",,"0","1"
"1024","Ebofur1968","(En^4651","Emily","Bofur","508-916-9550","emily.bofur@hotmail.org","1","1"
"1025","Kdwalin42","*ymbOlicAlly2016","Keith","Dwalin","347-791-6067","kdwalin10@mailbox.com","0","1"
"1026","Velrond5154","t$ilorING5873","Valerie","Elrond","305-835-5356","velrond@gmail.us","1","0"
"1027","Ltook48","forC(FUl8395","Liv","Took","979-254-7866","ltook@bizmail.us","1","1"
"1028","Jfangorn19","WEa!ER3873","Jenny","Fangorn","470-361-7056","jfangorn@mailbox.biz","0","0"
"1029","Mquickbeam98","cooPe!ATI)g5681","Mitch","Quickbeam","718-204-9883","mquickbeam@bizmail.net","0","0"
"1030","Dcurufinwe63","(OBbERs5513","Dana","Curufinwe","216-782-0130","dcurufinwe66@gmail.biz","1","0"
"1031","Scotton6539","viRtUall%3335","Sasha","Cotton","540-391-1572","scotton25@somemail.us","0","1"
"1032","Mlorien69","c%$ES4724","Madison","Lorien","563-055-5146","mlorien@somemail.net","1","1"
"1033","Jbaranor74","PrEs^de%7814","Jose","Baranor",,"jbaranor19@mail2u.co.uk","1","0"
"1034","Jalcarin63","eXhO!tInG2366","Juan","Alcarin","848-561-6292","jalcarin25@hotmail.net","0","1"
"1035","Seomer47","Wo!d^1871","Sean","Eomer",,"seomer28@everymail.co.uk","1","1"
"1036","Lamrod21","#u!F3358","Lexie","Amrod","409-330-4257","lamrod36@somemail.us","1","1"
"1037","Enumenor9629","uNPl%asantLy4451","Eileen","Numenor","929-298-7685","enumenor91@somemail.net","1","0"
"1038","Lartanis227","sAMO$7246","Logan","Artanis",,,"0","0"
"1039","Relessar8656","R#AM1070","Ralph","Elessar","310-291-4554","relessar63@somemail.net","1","0"
"1040","Emelkor877","INc@ement5214","Elijah","Melkor","713-164-6626","emelkor@bizmail.org","1","1"
"1041","Esharku25","fIn^L*Ty7123","Ellen","Sharku","646-385-5452","esharku37@everymail.org","1","1"
"1042","Jori11","suN(3338","Justice","Ori","727-863-3607",,"1","0"
"1043","Ielfhelm723","!OlITIcs6818","Isabell","Elfhelm","206-681-8989","ielfhelm83@everymail.co.uk","0","1"
"1044","Tnimrodel453","fRAnkenStE%n2668","Tiffany","Nimrodel","715-939-5992",,"1","1"
"1045","Agrahame46","#BB%s9203","Alexa","Grahame",,,"0","1"
"1046","Calatariel89","ArT(9792","Cassandra","Alatariel","773-470-9945","calatariel62@bizmail.com","0","0"
"1047","Ldamrod652","Me%o(y2170","Logan","Damrod","404-554-0127","ldamrod62@hotmail.biz","0","1"
"1048","Sbracegirdle365","W)$7268","Sage","Bracegirdle","814-282-2373","sbracegirdle4@everymail.com","0","1"
"1049","Lerkenbrand36","cAsC$ding1964","Linda","Erkenbrand","832-015-4731","lerkenbrand@everymail.net","1","1"
"1050","Pmablung7539","m!dWeEk8173","Patricia","Mablung","469-491-9139","pmablung70@everymail.us","0","0"
"1051","Aalcarin277","rE(ov(lS5680","Allison","Alcarin","773-544-3688",,"0","1"
"1052","Aisildur988","@redI(ecTion2962","Austin","Isildur","339-001-2355",,"0","1"
"1053","Aazog427","Fun)ed6782","Annabella","Azog","448-897-4964","aazog34@mail2u.biz","0","0"
"1054","Lcelebrian482","c)viLizatIon5826","Liam","Celebrian","505-854-3011","lcelebrian57@gmail.org","0","1"
"1055","Zelentari2713","supER#)Va2462","Zoey","Elentari","667-873-6008","zelentari25@everymail.us","1","0"
"1056","Pdori288","Posts^ripT4472","Philip","Dori","601-773-0660","pdori5@hotmail.biz","0","1"
"1057","Bhamfast9733","*tAL#C5066","Bobby","Hamfast","484-582-3592","bhamfast57@yahoo.biz","1","0"
"1058","Rgimli67","pEr$itt)NG9570","Roger","Gimli",,,"1","0"
"1059","Dsmaug944","BaCk*#te7412","Dana","Smaug","205-070-8388","dsmaug36@yahoo.us","1","1"
"1060","Snienna51","eRra)icalLy2835","Stephen","Nienna",,"snienna22@yahoo.co.uk","1","0"
"1061","Vgrishnakh8854","r(dr%Ss4649","Vivianna","Grishnakh","212-605-0562","vgrishnakh24@yahoo.us","1","1"
"1062","Awormtongue566","!nFraREd6951","Angelique","Wormtongue","810-530-9952","awormtongue30@mailbox.org","1","1"
"1063","Jvalaquenta34","schOolc*ild%en9561","Joshua","Valaquenta",,"joshua.valaquenta@somemail.com","1","1"
"1064","Jmaedhros288","valID!tInG8438","Jacob","Maedhros","818-605-7984",,"1","0"
"1065","Dgoldberry8812","SUrf#C#ng8956","Debra","Goldberry",,,"0","1"
"1066","Ccelegorm3374","!romP@Ly7941","Chelsea","Celegorm","835-187-5909",,"1","0"
"1067","Eboromir412","organIzatIon$6978","Elijah","Boromir","725-635-2232","eboromir@yahoo.net","1","1"
"1068","Dtheoden32","g#^t4253","Dale","Theoden","830-578-2929","dtheoden87@bizmail.net","1","1"
"1069","Aangrod58","s(b$inG5186","Aaron","Angrod","252-260-7605","aangrod@mail2u.co.uk","1","0"
"1070","Bradagast66","^I$EoS3444","Beverly","Radagast","610-377-8385","bradagast@hotmail.co.uk","1","1"
"1071","Oorome974","aTmospheRI!4635","Ophelia","Orome","726-450-0456","oorome65@somemail.net","0","1"
"1072","Hwillow5873","su^cEssoR1601","Harold","Willow","925-443-5822","hwillow0@hotmail.net","0","1"
"1073","Forome955","Lo!IE3182","Frank","Orome","573-508-9069","forome59@bizmail.org","1","1"
"1074","Mangmar71","#HalEs4756","Melanie","Angmar","360-914-3539","melanie.angmar@somemail.co.uk","1","0"
"1075","Sazog874","tRI)ity5659","Samuel","Azog","317-579-6511",,"0","1"
"1076","Gmaggot435","pl(nETs9444","Gloria","Maggot","336-217-8436","gmaggot45@everymail.biz","0","1"
"1077","Lbeleriand76","SKI*7371","Lexie","Beleriand","612-574-8699","lbeleriand59@bizmail.com","1","1"
"1078","Cvalinor5343","sTEi(3934","Catherine","Valinor","228-214-5072","cvalinor@mail2u.us","0","0"
"1079","Egothmog29","fun@^menTaLs3017","Edward","Gothmog","478-543-8049","egothmog8@yahoo.net","1","1"
"1080","Hmorgoth157","%sAbe!9211","Heidi","Morgoth","651-280-3199",,"0","0"
"1081","Lnazgul5946","^ivAlR(3531","Larry","Nazgul","408-948-4979","lnazgul44@yahoo.org","0","0"
"1082","Bfinarfin5512","@ncuMbere%5309","Beverly","Finarfin","816-772-0947","beverly.finarfin48@yahoo.us","0","1"
"1083","Jfeanor5976","#EngTHy9657","Juan","Feanor","718-778-4341","jfeanor@mail2u.us","1","1"
"1084","Kdeagol694","bISo^9716","Kelly","Deagol","432-803-0162",,"1","1"
"1085","Dlegolas7836","betrAYe(4128","Doris","Legolas","801-054-5308","dlegolas99@mailbox.com","0","0"
"1086","Hshelob592","PointE@LY6119","Henry","Shelob","308-496-5467",,"1","0"
"1087","Iquickbeam63",")(Ult7592","Isaiah","Quickbeam","217-819-2440","iquickbeam83@somemail.co.uk","0","1"
"1088","Asulimo26","suffe(S7233","Angie","Sulimo","563-621-9192","asulimo53@mailbox.com","0","1"
"1089","Jhuan93","*la*ed9240","Joe","Huan","830-244-7262",,"1","1"
"1090","Belendil315","ab*ndOnS3816","Brian","Elendil","681-298-7371","belendil@bizmail.org","1","0"
"1091","Vgimli9251","sQu(shE)3406","Vincent","Gimli",,"vgimli@gmail.org","0","0"
"1092","Jsnaga258","$veRyBo!y8461","Joshua","Snaga","813-304-4845",,"0","0"
"1093","Slurtz9673","lO%eD4615","Sandra","Lurtz","984-309-9752","slurtz18@somemail.biz","1","0"
"1094","Aalcarin28","paiNStak##gly4951","Alexander","Alcarin",,"aalcarin2@gmail.net","1","0"
"1095","Clorien972","ball#oNeD7546","Carol","Lorien","401-625-1088",,"0","0"
"1096","Tearendil639","#!6635","Timothy","Earendil","559-765-1527","timothy.earendil55@everymail.com","1","1"
"1097","Dmerry37","Cr(Ft1855","Dianna","Merry","341-871-0149","dmerry5@yahoo.net","1","1"
"1098","Melladan59","Po#T!Ons7702","Maria","Elladan","754-914-2776","maria.elladan22@mailbox.us","1","0"
"1099","Myavanna34","p@IRS5379","Madison","Yavanna","321-869-9958","myavanna14@gmail.org","1","0"
"1100","Dsauron4881","i)n')3386","Dennis","Sauron",,"dsauron27@yahoo.net","0","0"
"1101","Mnimloth2635","kOr#A*6567","Marishka","Nimloth","943-910-8346",,"1","0"
"1102","Aelrohir3266","rE%lEc(1240","Alexander","Elrohir","916-142-5654","aelrohir@gmail.org","0","0"
"1103","Kboromir23","p%ErRe9689","Kathy","Boromir",,"kboromir31@mailbox.biz","0","0"
"1104","Melendil7859","re@Nite6446","Melanie","Elendil","305-012-6339","melanie.elendil25@gmail.com","0","0"
"1105","Bfatty2465","eNco)^9918","Benjamin","Fatty","330-152-0880","bfatty79@mailbox.org","1","1"
"1106","Galatariel662","obt^i)3435","Grace","Alatariel","475-356-5233","galatariel@yahoo.com","0","0"
